500,100000
230,9,24831
233,480,25702
353,477,8777
400,114,17517
204,341,19268
185,389,29968
222,396,9644
469,96,19346
324,161,4133
200,90,32460
277,100,8633
155,309,17958
91,14,24639
265,345,32754
381,189,5665
7,246,12929
347,323,28058
226,361,28876
317,417,27256
328,147,4146
173,210,29349
256,137,10950
37,468,10591
4,423,19962
235,57,7445
143,325,2794
47,367,703
312,464,11270
192,360,12837
74,216,13066
66,17,8294
126,314,24312
435,58,4232
421,411,30643
69,72,10034
221,25,23270
335,358,25356
151,416,2219
161,152,25921
288,495,29521
243,352,14766
474,43,3644
270,360,5095
144,243,6035
148,164,5265
6,1,11180
144,382,8955
183,402,638
26,28,21772
38,431,5764
242,395,21454
122,243,12747
217,469,13640
281,105,18726
280,303,29801
262,308,30402
164,346,29328
310,398,21906
90,123,22788
157,180,16876
72,362,22967
344,55,6573
359,423,9272
230,483,6229
135,252,2247
5,252,25590
83,425,18978
55,194,14788
191,400,5306
402,425,30843
346,483,12128
42,231,25405
233,282,10671
277,133,18458
228,367,30798
97,315,20541
372,207,20476
154,293,12817
212,464,23328
16,389,14914
83,58,16897
228,82,4438
76,165,418
190,377,21053
465,472,31752
169,219,27732
119,169,20526
112,182,6983
227,29,5052
290,352,20743
312,158,10626
328,486,13972
362,285,25252
360,244,9369
359,484,4268
308,306,24654
175,123,16467
389,462,22740
55,144,25364
172,211,8328
194,187,16888
443,150,15108
451,96,15890
370,397,25541
115,103,13212
11,51,31402
175,97,23242
262,303,6860
231,116,19867
173,199,21857
104,314,31824
106,388,28074
255,140,25184
136,244,22511
448,261,21744
475,57,19447
100,237,14162
244,423,25384
380,325,25824
368,25,24132
16,363,29716
333,208,14348
70,216,16919
186,13,25799
411,338,32134
222,326,18943
112,475,30694
91,32,12544
23,187,28158
191,348,18933
51,320,15915
292,227,30007
189,311,13364
326,179,32599
352,213,13703
183,34,30858
464,370,5742
405,206,2265
371,258,20126
66,125,16315
244,427,2194
495,142,4965
131,426,12999
189,145,20862
47,262,24336
349,214,3595
420,128,28236
214,499,3911
464,21,19236
330,276,20575
29,456,5791
427,159,20045
364,349,32680
245,278,14661
305,71,6873
140,141,10867
36,12,558
228,495,28923
299,489,23663
327,226,14966
143,233,14946
114,33,6759
416,18,3126
190,397,4440
182,184,23455
269,8,32674
265,239,1945
493,388,14604
231,67,10102
476,317,10432
324,13,30982
206,450,26443
435,226,3683
180,130,26535
295,356,32218
35,418,4021
392,447,22376
434,440,618
317,262,14670
248,419,18767
394,240,23754
216,48,20708
104,137,19912
55,49,2199
54,55,226
461,201,19824
149,415,13084
18,371,11476
98,497,20558
39,295,31419
427,25,15240
78,488,19357
61,47,23166
40,42,17243
486,299,5100
86,69,622
41,394,23930
130,456,30383
268,239,4401
108,387,19842
325,400,6452
450,128,5794
100,371,30462
381,364,11776
84,328,26463
418,363,10350
172,185,30422
369,203,4622
97,304,21041
437,296,7877
314,75,3440
480,452,5193
432,191,20912
107,223,3610
127,486,14422
64,289,27823
485,328,19567
218,216,22679
405,77,27727
457,152,8550
323,356,18826
252,220,13122
111,35,16627
416,34,14117
99,166,28259
449,90,4549
401,394,8465
251,174,32339
436,214,23462
385,234,22927
474,112,22349
471,304,25464
69,351,23550
74,167,31387
487,381,15364
185,184,2614
171,374,9171
430,277,4594
159,138,18063
266,181,16056
328,51,27156
56,472,8716
327,102,31658
375,356,18658
333,244,28059
197,194,27701
211,194,23019
429,72,17618
202,155,2670
255,219,14606
257,363,16616
323,498,30311
108,94,31228
145,226,14051
267,405,11324
213,65,22438
472,350,313
305,44,5914
147,128,23545
30,428,30950
362,412,8069
156,184,9517
194,30,10784
392,305,10866
364,333,5153
206,270,2458
393,376,14987
141,441,20407
102,462,4371
387,347,21658
329,158,28499
312,286,18013
17,198,15190
373,250,18796
188,50,1997
103,220,18386
158,463,16603
251,435,20491
135,450,20269
227,350,32513
80,250,9897
327,319,9003
273,52,13219
71,277,9176
145,293,13741
135,175,25920
208,383,4657
364,79,23433
242,379,3999
379,254,24253
331,117,24962
458,433,5302
242,311,24297
107,65,13462
49,40,27391
500,274,19564
456,91,21044
253,338,3961
128,292,7120
79,411,6449
96,456,4069
444,454,14878
391,126,3603
58,145,27372
377,126,10509
7,425,20012
334,135,29144
280,381,21689
426,458,30636
46,488,8697
417,175,12804
333,156,4963
162,417,14516
79,58,19108
367,357,12116
220,107,10304
7,260,6850
336,241,18893
19,308,12559
59,40,26373
50,198,6408
347,270,17634
189,141,25793
326,149,13932
156,111,23784
441,167,17823
125,354,14972
290,121,20223
207,128,6396
409,64,25158
403,382,23416
473,87,2487
366,339,21473
96,385,14633
247,35,5018
137,420,8013
273,169,23444
49,28,3748
294,254,10334
450,409,239
61,26,12464
249,43,13045
169,58,11595
463,315,5682
46,143,29736
401,132,13693
140,90,25204
55,298,24720
481,188,32458
46,363,1696
238,29,31456
82,54,18722
380,154,31893
172,368,12366
59,207,4826
122,76,9499
399,72,26152
286,186,5889
427,356,19092
232,341,21780
82,346,30634
448,81,12185
27,168,26709
339,294,7963
446,476,1541
467,272,27416
324,402,22572
336,245,20929
7,167,29414
191,93,5877
207,31,29234
427,254,26380
337,352,30998
134,381,5235
258,226,20211
405,441,11803
299,43,8563
408,246,23860
255,70,5044
23,462,13738
470,62,32267
370,480,6439
150,424,27282
183,400,27009
355,138,7403
309,74,10836
440,298,1113
109,118,5103
458,245,16963
78,357,31606
31,457,22765
391,42,27149
174,129,16551
431,244,12604
135,134,17294
252,58,31242
153,452,1080
187,206,22919
322,257,11741
153,488,12471
52,196,3294
205,299,22300
158,22,17593
135,489,5717
171,121,5319
424,331,8844
356,70,12124
135,388,20130
240,340,7967
457,122,3170
290,362,9397
284,77,10272
120,407,27409
256,320,27789
355,493,31495
59,137,18088
486,81,1789
47,65,27408
288,241,3522
33,301,13615
215,139,32762
430,56,19945
37,32,5536
337,347,27351
459,43,27022
444,480,30782
261,36,20227
397,354,28997
263,334,4648
242,479,28260
202,142,17087
44,69,21376
49,401,3528
218,353,22896
26,469,10161
100,258,20086
386,371,22239
425,65,29726
2,128,11286
134,29,11659
166,225,2742
274,497,20893
87,338,20370
377,294,2709
289,259,10925
307,62,6807
232,321,29420
396,130,21116
317,302,31888
12,180,25427
156,196,7183
245,226,17847
346,431,13767
184,64,9809
464,456,6569
16,45,22115
119,276,18536
262,207,23219
322,57,24018
491,436,13263
1,490,13528
151,305,6280
150,84,29104
473,76,18601
447,261,24526
128,383,25522
358,104,3901
31,282,19905
412,83,3667
307,260,8551
388,333,628
19,196,18539
315,382,668
106,475,28317
309,423,27886
458,331,26954
26,101,3198
336,80,13047
234,60,22272
178,46,28987
137,421,31744
362,265,17522
30,498,13160
24,188,21842
109,183,29233
147,333,14801
415,324,23350
261,204,11591
423,486,17461
227,214,24856
253,85,9832
308,252,14044
339,414,2123
442,240,15282
197,228,26816
109,234,4406
81,203,31189
33,341,27638
385,1,2979
122,60,31509
267,421,7248
498,67,22788
408,118,22707
400,140,9736
339,450,648
203,293,1305
491,38,18237
386,18,16045
173,460,11913
296,390,18178
390,423,23477
349,216,20428
112,338,29393
279,183,26472
239,162,24935
182,475,18695
398,378,17623
98,466,29323
24,129,31700
317,90,25749
362,96,5157
75,464,10005
110,175,14738
156,91,23395
251,284,5055
243,446,26137
468,467,16371
82,481,23140
127,331,26986
116,353,24873
488,454,5474
107,230,9614
119,454,20320
97,421,19689
250,444,17504
7,171,16529
115,480,14776
110,263,24727
164,155,20961
318,405,2803
385,19,9670
465,289,25866
154,425,14691
6,489,20188
454,28,2270
308,174,11845
197,125,26469
72,310,9731
449,160,15213
33,263,8075
71,97,23594
351,145,8150
73,128,600
270,217,32418
477,463,29359
172,418,5352
328,426,21140
395,317,8807
126,406,29061
209,14,22500
63,78,26214
226,323,3329
416,136,14230
287,348,9152
255,382,5677
171,370,17997
252,345,8899
202,460,19179
497,142,28138
292,245,7666
249,451,28044
420,290,32406
362,133,25133
92,498,22797
359,41,31089
482,345,25082
117,416,31282
342,496,30733
361,117,17292
381,303,25057
260,140,27820
34,366,25691
19,114,2914
415,239,11517
387,368,15338
461,301,26853
437,17,11883
320,218,27763
206,333,20245
163,198,5282
243,436,5514
2,345,30746
68,367,20767
341,189,25418
285,240,20273
273,324,27835
90,295,32036
266,22,30302
355,466,10489
375,234,2612
419,286,25593
180,464,16385
78,44,30295
466,164,8581
121,450,3318
379,443,11727
436,439,8664
433,278,5677
210,482,3472
26,41,16515
110,66,10227
378,429,22226
38,349,13409
413,247,5501
181,417,8161
356,197,360
293,243,19429
192,471,27474
39,222,11743
361,305,20408
463,18,30795
332,375,20304
344,479,7197
443,73,26170
399,88,6944
7,27,29835
151,440,11191
467,259,22575
448,21,11187
232,74,13673
193,365,11890
187,251,28925
405,226,14249
441,252,709
66,116,32168
141,159,26097
412,303,29696
160,157,26376
90,52,14314
75,104,6757
190,206,26983
498,315,4513
338,6,23277
195,379,29094
139,81,1750
409,170,14496
372,164,10560
430,131,26913
133,21,23820
70,170,14040
440,109,24403
401,421,23300
478,127,32210
112,155,28006
124,151,27218
101,386,23009
439,391,14556
4,308,32413
226,277,31785
107,345,23958
153,273,4955
362,422,22454
259,240,10131
229,15,23969
353,195,15762
85,285,20379
493,1,16984
50,351,20776
54,174,9396
72,324,6489
414,141,20204
93,257,25910
207,136,3331
457,414,23619
249,326,18651
162,489,31718
11,406,5711
378,11,21893
492,454,16208
361,469,11005
483,209,18993
399,111,11048
193,311,29264
441,478,23893
221,2,28315
227,151,4779
349,329,20155
287,53,28793
346,322,2815
214,478,22435
395,118,20420
496,497,9598
224,290,26253
378,87,9293
38,276,32204
6,430,5798
144,202,15933
237,290,2874
444,191,8408
426,436,23415
225,86,25440
226,437,20931
32,404,1102
71,325,31431
139,43,25070
81,162,32671
1,362,19679
37,39,21997
399,312,19741
299,463,3179
84,400,6516
326,232,1399
145,276,28108
385,426,23725
218,9,32636
251,479,28272
358,400,8832
305,365,4617
37,469,880
274,354,11850
204,268,27205
373,450,27286
164,237,28652
176,323,5678
152,243,31537
352,371,18345
113,39,23998
174,467,10106
129,439,8872
46,77,10870
270,482,26760
210,468,25242
341,224,726
123,327,23313
89,440,32605
271,383,3133
289,42,24492
339,72,30477
352,345,9591
423,338,10931
447,134,6284
447,371,30027
128,286,23144
222,267,20486
81,88,23595
278,327,2876
454,327,32291
499,455,26846
137,20,11136
189,274,31349
436,414,20290
473,11,11292
257,369,4011
106,63,31265
139,483,15441
236,231,24877
155,244,5836
223,176,31797
229,422,10284
443,21,19909
201,210,28624
403,120,29143
72,216,27349
425,441,20830
116,41,756
167,68,24216
6,114,2895
498,280,8593
411,51,10972
126,494,27869
42,86,9959
346,222,10927
498,4,9610
354,112,26652
232,87,5493
405,146,2053
450,457,16723
129,309,26772
277,117,18190
351,311,4909
443,288,20245
224,422,31015
174,167,26537
336,281,20150
111,436,9181
211,484,5629
67,368,8832
86,384,9261
456,84,17427
181,209,12629
464,19,10268
328,471,13388
219,213,4479
274,55,8503
65,430,24230
429,145,1429
207,459,28465
377,295,17319
54,27,5622
82,399,11050
386,234,8092
150,164,29049
442,79,2086
290,243,29776
266,17,3681
336,352,9514
440,304,26921
451,23,29801
331,133,29868
400,19,31689
337,327,30627
248,182,28168
304,208,29030
74,166,10707
115,460,22862
76,378,23667
72,316,9618
139,39,24568
278,293,18006
420,129,1532
124,27,2726
234,314,272
37,44,17292
240,204,11884
101,452,23941
309,402,28294
347,368,8962
287,206,22158
175,500,31416
65,178,32013
464,363,5551
412,160,24271
157,217,2532
172,54,1588
27,231,24508
435,296,8703
104,84,9812
253,105,18891
177,33,4230
475,371,15263
90,214,20493
125,465,21270
261,57,18387
68,349,3523
411,424,26651
64,221,7909
343,75,2235
338,152,17456
188,345,8940
208,481,12435
345,49,5285
368,92,17211
120,425,21875
62,280,12371
261,164,18759
69,140,3625
23,141,14276
385,315,13499
306,89,28381
231,79,22242
313,312,19954
412,436,16134
352,314,10255
425,132,20774
408,492,14567
472,341,19329
358,27,29329
111,174,23520
41,405,3021
402,272,3701
409,129,17878
179,141,9421
270,485,5823
139,363,16508
317,446,22541
276,304,21022
397,147,1800
201,468,9195
134,214,5802
430,354,21174
257,300,7495
206,474,4651
185,216,30663
61,100,22009
198,249,17814
130,297,3139
367,61,11414
201,248,19239
65,314,14010
424,64,30279
399,291,25366
415,46,17035
403,131,17023
56,419,28065
169,438,15380
160,59,19426
258,448,28752
194,145,19104
226,328,12645
249,414,32269
77,261,15897
464,174,25865
221,105,20275
114,321,6373
243,435,13228
194,427,1312
289,151,26157
109,462,31814
427,33,28404
225,338,7920
247,493,10210
132,431,14375
9,64,24241
146,294,13210
124,15,25176
165,481,31717
252,418,27644
366,7,24134
364,93,21040
241,373,25308
99,425,27565
110,94,26287
103,385,19937
492,365,20807
329,356,6526
131,158,6829
286,230,28312
273,347,7522
216,297,16313
197,367,19407
220,170,18109
19,398,29646
95,184,12275
208,430,7944
231,11,31583
320,489,16793
121,312,1512
81,379,7507
398,401,31317
150,210,12391
417,298,16272
93,221,9497
11,314,29432
301,135,26537
318,367,30487
480,260,8495
496,193,6499
429,470,29012
134,66,29771
85,418,3364
32,194,6881
6,275,11915
306,80,24430
427,413,13448
211,338,4213
118,316,14565
206,267,838
442,86,30691
114,347,28933
463,104,9742
202,266,26410
350,177,1670
490,100,30135
377,87,2125
39,249,30415
82,378,16769
364,118,10834
9,132,14963
426,300,16467
112,121,21479
392,189,7060
71,205,31697
475,98,8441
132,139,30156
316,100,18330
135,408,11147
197,110,17307
40,283,24328
432,42,29793
299,161,24714
246,189,29510
98,126,17567
306,441,14830
50,197,2534
248,118,5669
342,10,25840
381,248,5320
448,30,24615
187,91,30164
125,78,20012
89,448,28008
377,95,7547
453,483,28739
226,464,26122
219,41,22515
292,445,28920
181,60,759
467,44,24682
16,334,28586
123,263,19431
248,186,29402
421,233,16424
89,95,19355
373,38,19370
81,382,13708
7,357,9302
407,386,14937
62,112,6312
474,150,9876
372,258,25526
60,89,14222
100,269,26651
140,429,13341
193,99,7820
394,45,2266
52,22,23104
328,472,10008
120,74,14955
114,169,30216
474,80,16205
184,326,11759
200,166,4493
245,25,22002
269,232,5753
315,324,20419
73,146,13455
325,407,7611
81,237,18340
180,198,19853
299,72,25609
419,327,27001
217,281,14072
257,111,20492
79,13,425
315,185,22219
17,313,14811
46,421,13920
243,136,5569
88,57,32539
22,103,655
19,350,19178
373,263,3091
156,74,7701
252,417,24871
495,334,31330
368,276,13275
111,268,8295
101,269,1452
306,453,26937
265,441,20254
144,162,5818
175,165,26159
316,64,29647
165,40,13264
172,443,13820
290,443,28483
389,105,6677
211,219,4914
14,140,14912
498,89,6140
92,219,8383
338,329,30103
97,47,22943
442,402,31916
206,66,10078
12,485,30708
211,39,19357
1,138,17170
380,485,9650
167,450,22475
303,195,31024
23,220,11096
272,360,31848
113,472,12822
429,46,1840
50,297,32271
117,383,2338
413,296,24078
244,499,11526
293,396,26165
177,237,14130
270,363,3159
299,214,19198
427,68,20863
187,160,26520
42,282,8043
268,336,9958
259,431,23526
52,488,32671
395,221,26692
283,219,21411
85,211,31804
489,395,19691
190,249,8388
193,462,15704
404,256,23928
209,498,8905
257,123,221
42,425,17388
475,29,4571
493,217,26710
230,213,4332
398,16,10531
100,263,13159
252,177,24019
414,452,16450
202,91,2389
363,15,16637
66,199,26683
464,89,21781
175,198,12936
269,142,14782
474,447,30368
372,329,2351
141,406,9891
12,2,4125
286,431,21189
317,126,32423
490,82,12226
325,295,29925
411,246,9857
205,11,11524
149,160,14028
425,455,29491
70,184,5348
255,148,23499
223,425,24236
335,291,6801
69,498,21097
382,358,31508
127,230,1096
428,299,19548
460,290,29159
68,165,30031
445,126,676
385,198,23948
281,173,6835
109,417,17982
48,122,31584
104,289,2974
73,173,21781
440,284,21270
396,297,16371
85,340,13123
184,426,22052
462,342,14924
313,324,30506
210,388,11334
261,97,24032
401,35,13983
44,170,15073
412,428,30398
41,260,912
337,334,24933
206,89,30789
65,165,24930
458,102,9868
378,435,31832
443,195,2017
111,287,23550
433,225,23223
97,281,9353
474,118,31218
374,488,19553
322,437,14093
81,95,15741
95,1,18206
367,284,26652
80,296,10114
429,427,4618
334,425,27388
33,437,16433
86,445,19038
26,322,13745
109,396,26843
43,409,21323
365,24,23550
282,24,31331
345,196,29935
304,319,28766
168,136,4974
474,240,3544
3,474,13979
324,27,24715
115,137,3270
81,294,2687
25,8,24705
447,264,6455
278,424,4701
463,344,13264
162,60,23669
387,136,2695
467,17,28372
473,136,6328
100,267,1205
150,97,8169
379,204,25160
141,42,7328
480,60,1996
34,326,31485
220,143,12921
54,397,15701
415,262,23244
256,385,31858
159,498,25633
463,87,10247
406,197,28034
182,26,13221
42,260,20108
497,234,17368
155,444,26082
293,336,18715
161,80,22484
256,278,1066
10,374,11326
308,175,27690
457,201,14063
500,271,32590
384,71,17848
269,174,28187
33,473,12461
204,380,252
96,135,1768
440,306,28012
417,126,26282
440,77,10729
185,56,8872
444,500,17699
332,469,30711
362,299,16393
288,234,31123
240,120,17278
175,281,12841
184,166,7092
56,3,12866
400,74,20797
97,95,15972
446,339,32429
11,166,29681
93,306,31736
100,381,12428
295,390,2935
130,498,10516
500,420,19915
469,164,851
41,14,22802
212,74,20915
445,286,1326
20,399,12949
413,35,8713
214,203,7461
36,365,11810
428,402,9142
442,394,14494
187,423,22587
268,10,17147
387,255,2720
395,73,23243
86,345,4663
404,344,16237
350,108,18373
123,282,19071
279,29,9421
203,484,11350
91,54,8314
167,97,20526
23,476,7659
336,386,19633
418,331,27162
383,207,15737
335,485,5949
112,303,10447
246,425,18933
396,182,3983
252,78,15749
135,422,9284
348,151,31111
196,287,15302
458,413,22517
377,400,8974
81,394,32520
407,326,11715
168,421,22964
34,162,11522
256,143,24812
326,60,15239
341,135,19147
91,98,11498
232,100,15394
115,312,29390
108,188,16957
380,155,610
243,477,2351
224,477,24539
342,173,7205
39,430,882
363,6,1751
384,185,850
64,298,30009
153,63,8542
329,220,19764
452,248,29003
282,154,14342
388,489,3249
228,175,28019
426,103,16842
492,17,32623
246,275,16413
425,466,24084
429,176,596
71,11,17584
271,384,3324
370,390,18274
370,286,21580
201,489,16320
171,212,27622
379,333,1957
117,108,58
146,393,21210
339,197,4073
404,87,27805
478,159,27863
57,123,8567
417,191,30140
472,327,7991
374,352,2095
377,378,19323
10,126,6039
407,377,13102
104,161,22437
404,428,25837
134,148,5798
320,280,3890
193,164,17308
461,92,236
91,471,5302
169,108,24891
377,82,13956
305,468,30530
3,65,13670
63,108,27235
141,429,16353
34,492,23928
149,27,31708
451,134,26604
403,349,5984
302,115,6038
468,67,21699
311,361,24553
256,260,4325
52,499,24834
67,90,31783
284,454,16282
382,229,4393
38,482,20066
472,130,31954
291,490,13341
323,90,27476
154,79,23109
171,259,15960
460,88,7275
225,53,16177
214,433,24539
491,50,15484
437,486,29167
341,171,16369
70,305,5541
26,237,29781
119,235,22857
274,45,15571
81,102,13140
267,218,13849
236,289,4560
54,105,25258
31,294,14611
179,268,18160
190,385,3820
11,374,25215
122,497,15050
293,222,26493
92,142,27270
364,297,24749
348,394,14275
375,282,31621
492,141,1483
117,105,5152
200,496,22760
277,181,27728
15,400,29542
249,229,21834
92,77,1959
73,283,31375
16,378,31392
2,326,16532
96,427,9919
477,218,15304
213,177,12289
159,146,4817
244,217,12798
390,375,14534
132,91,25524
92,73,6717
299,281,21667
103,120,8031
184,215,28310
159,24,6816
472,195,29280
208,92,29719
13,37,9350
197,207,7181
384,21,2006
314,381,10367
219,259,6325
269,190,14702
462,110,13304
113,12,20382
295,382,27435
227,316,32255
419,479,9576
218,393,21227
4,127,16692
119,57,16397
304,374,9233
174,471,29452
379,400,30273
314,372,21032
349,238,4764
337,70,23543
499,151,19674
43,96,31753
439,296,8788
499,348,10706
225,480,27091
118,352,11281
228,170,13130
492,306,9204
109,390,27160
435,356,10497
38,72,28072
183,236,5322
16,95,31814
400,7,28309
456,394,14925
236,476,18054
272,445,5110
112,164,3307
415,385,17004
353,89,23984
406,51,27897
249,116,8501
266,178,17765
5,222,6895
412,315,10967
330,223,21409
35,116,20901
268,48,1672
35,217,10037
443,471,5223
235,290,3172
79,93,8918
177,290,4255
121,249,595
312,205,23307
33,282,17943
66,41,23296
428,163,5004
491,293,7329
190,238,15927
167,104,26775
9,488,11127
132,146,25870
229,269,1641
451,71,25536
146,352,28509
138,249,27484
307,107,12420
98,499,26435
196,94,21602
78,208,12321
353,242,28218
55,133,19160
106,473,9592
87,439,6265
455,151,12446
293,263,23835
237,140,24493
303,194,22115
129,11,18835
15,289,16007
297,251,3395
439,210,26618
466,386,8004
323,318,19822
236,363,497
86,15,7581
146,131,7263
56,380,26527
77,71,27934
406,338,4859
121,402,11600
268,61,6846
98,101,28109
158,242,9517
350,21,6990
401,15,6654
113,422,30670
89,160,22290
392,97,18088
297,205,10274
254,212,30242
321,468,16363
436,269,19537
459,226,12721
185,386,22190
339,193,24630
258,32,5270
30,427,214
284,427,12614
433,119,14281
270,257,30155
202,244,14230
392,451,29692
282,44,17827
340,225,2730
56,177,8944
205,227,14959
349,95,9412
499,290,18728
119,267,5424
165,330,23518
73,225,21019
445,273,9490
90,433,8618
271,298,16041
382,449,26898
374,162,3559
191,181,28472
22,288,30013
304,64,9903
38,114,27357
498,346,13042
52,145,7234
198,320,2798
27,484,26166
396,37,20271
320,288,26115
4,234,13404
116,164,5060
227,457,21180
249,406,32541
92,246,20983
270,344,16058
475,348,21596
65,288,14442
473,74,18245
307,144,27317
378,207,26239
156,447,8752
66,358,24243
475,484,21514
320,354,8005
117,356,1157
30,474,9775
187,83,31569
148,464,28853
150,106,24837
276,35,21000
348,470,2097
230,8,19769
454,301,27063
417,403,16900
330,26,3949
97,345,29640
459,300,20604
219,264,31531
94,33,17809
468,267,15434
84,14,7371
34,309,14426
390,117,9800
362,309,13540
56,314,3114
243,431,7876
258,462,4840
143,407,9323
401,55,28687
451,448,3543
267,444,11316
59,340,8900
83,212,12294
88,191,24569
94,195,17858
90,180,25284
386,412,20345
1,9,24067
105,197,2020
419,448,11849
446,350,9917
200,176,7539
226,60,15561
430,9,19385
412,233,7977
385,347,24249
22,330,21921
448,281,3314
499,224,561
61,307,11405
93,458,25942
461,210,1887
407,14,25075
499,465,24533
197,278,4904
253,398,26502
274,424,16411
389,220,16149
99,33,8038
98,238,3203
235,88,10389
231,330,12629
228,356,6000
29,94,31755
135,492,6155
288,254,26846
188,377,9178
353,219,13257
188,431,14125
224,233,12856
344,333,994
494,136,13565
68,333,28988
186,86,9054
213,170,25108
486,103,9809
200,468,12765
364,219,10051
286,304,28219
117,395,10238
22,441,22043
492,353,8586
252,463,26762
371,64,13855
430,114,7356
164,423,9856
212,179,2570
152,488,9327
149,345,28287
361,258,29027
278,89,19124
434,432,17194
131,31,11293
295,492,24286
257,372,10528
186,358,7197
154,108,13544
486,320,18262
306,143,15257
67,68,24570
413,489,6570
437,203,26290
316,472,13544
448,430,32351
336,329,2508
130,226,23598
153,362,31280
160,152,29448
381,172,7568
193,61,7152
25,487,22592
286,369,30931
4,138,20598
464,156,20138
439,299,16723
292,319,3922
21,452,25778
184,236,22687
226,128,9735
18,111,13341
322,109,1354
100,265,26951
54,130,14877
428,354,12371
297,353,22312
311,217,8000
447,223,30612
272,286,12686
131,481,28554
87,199,3621
62,11,22914
141,128,11906
426,310,27871
282,118,1734
423,39,26833
127,25,26240
280,74,20400
166,187,22599
367,311,11859
185,80,23162
79,64,2059
146,251,23253
393,183,534
90,139,7466
408,18,30606
137,238,16366
468,120,23719
468,334,7209
434,339,1335
8,157,21540
431,131,12213
481,377,11489
287,338,27272
254,219,29859
281,102,25535
281,88,11695
83,253,29587
152,218,8335
119,428,18303
12,56,15226
344,89,5845
322,447,19640
88,400,2840
381,291,17423
391,449,21769
359,447,7757
275,68,26716
85,486,9767
4,229,2641
449,257,32216
11,470,32568
317,36,1533
377,408,5713
161,409,31807
438,342,5897
183,78,5273
244,31,24223
424,284,13095
311,21,15413
336,274,27976
23,148,4724
331,241,12084
449,358,3409
142,215,24411
14,200,8085
139,307,11044
202,102,20270
304,494,18994
252,377,27928
422,108,30990
16,331,92
147,234,25735
202,419,9695
151,441,5763
370,104,11544
415,442,25983
99,101,5862
158,107,9370
295,105,24172
330,142,2370
191,115,11313
99,467,13661
23,224,11250
84,270,121
217,267,13086
304,138,21854
103,346,10984
295,138,13865
258,27,12614
476,421,23004
65,491,28474
254,500,17972
494,256,7615
162,337,13856
487,75,453
305,6,9420
169,52,2711
481,418,9945
147,434,16470
86,147,4232
261,285,13568
193,212,5843
4,290,5651
482,212,25002
65,54,21721
404,500,16062
162,82,1756
320,183,28755
296,132,5859
418,162,23728
369,268,23947
211,18,27657
175,124,4009
142,220,5773
281,414,5150
187,65,14353
477,409,5086
321,209,4158
429,104,21559
140,117,20923
139,34,15587
80,281,14347
296,469,6618
159,193,23793
487,226,16919
339,368,21821
493,286,29239
115,464,1746
160,329,20745
385,132,7900
429,360,6524
236,432,31573
366,44,6570
75,204,23808
374,140,32354
464,350,386
131,353,7831
352,22,24074
19,9,25679
469,53,30746
107,241,13340
355,188,16965
282,255,13650
145,141,738
267,2,17648
174,74,10609
181,182,6496
24,311,6970
93,469,26098
154,348,15139
480,299,10514
166,208,13238
36,341,23816
447,332,6306
269,116,31700
35,324,13123
194,332,21824
335,379,24967
454,235,25033
330,177,9231
263,374,2377
58,242,31455
438,83,24624
382,121,10841
32,446,18946
169,447,2714
285,155,25556
269,271,18799
14,131,17628
450,212,12634
486,269,5662
16,265,17174
272,275,7083
335,444,11424
40,157,19068
33,324,8451
424,7,26156
373,125,16684
291,424,30679
302,253,30401
453,219,6829
1,363,21443
198,194,14901
398,470,17508
86,474,16648
224,167,26426
167,8,27329
113,165,25596
465,288,4450
134,484,32629
155,13,6522
169,329,13829
185,310,25345
319,317,29453
361,495,14748
418,392,5081
251,2,31310
44,315,9444
210,39,24001
255,97,16014
254,186,23972
149,424,8861
384,276,20693
499,347,19991
405,169,27990
370,177,11102
282,235,12344
351,124,32410
171,445,2817
14,237,6857
337,274,29493
247,390,30739
346,422,23571
72,114,29751
19,233,2978
484,68,27689
130,487,29595
14,386,2614
453,142,3032
25,219,9807
123,394,28498
230,247,32325
495,257,32213
5,393,27166
482,403,9895
456,447,1940
150,346,25321
455,462,3065
227,500,1162
112,152,6424
33,111,15185
108,146,10085
186,285,27782
455,319,12190
370,224,28479
195,356,10738
383,223,30292
449,401,17825
469,415,18248
395,95,16459
247,129,9694
427,331,19049
390,326,9930
484,21,6194
305,342,9437
28,202,25005
217,73,23601
248,83,16597
240,306,25107
409,47,22011
116,346,15051
423,95,1778
291,312,18919
304,122,26963
360,50,19926
135,132,16348
246,298,17540
396,160,1319
155,435,1892
97,141,21103
278,415,1816
465,195,25520
22,452,5313
392,403,26402
314,212,25612
453,374,11254
472,276,20036
193,78,29279
403,172,32207
312,74,7764
153,37,6462
454,25,8529
32,63,16633
256,74,5601
335,413,8210
309,91,8496
435,171,14896
231,471,7568
160,369,7175
23,175,21752
208,101,16462
171,386,3668
489,328,6566
391,143,144
80,130,16001
45,336,4047
154,54,18621
41,1,19278
348,116,18983
44,240,6009
300,113,27964
443,351,19811
457,116,7550
72,367,10291
266,391,13312
447,465,18626
421,81,21902
40,277,31153
222,381,28911
163,465,11596
380,208,12526
24,50,193
347,427,1473
94,284,16440
111,276,11411
194,311,28421
318,238,2618
438,351,21094
414,324,4149
45,220,168
46,9,9848
71,232,25993
150,175,3257
156,488,773
341,455,12465
299,143,20311
312,466,8220
251,181,22035
58,127,18961
112,434,747
311,463,21871
153,495,3787
417,343,786
23,172,2867
260,63,27491
174,148,16351
194,277,24830
80,305,7328
487,452,30987
